"Certifier Name","Operation Name","Physical Address: Street 1","Physical Address: Street 2","Physical Address: City","Physical Address: State/Province","Physical Address: ZIP/ Postal Code","Broker","Community Supported Agriculture (CSA)","Co-Packer","Dairy","Distributor","Marketer/Trader","Restaurant","Retail Food Establishment","Poultry","Private Labeler","Slaughterhouse","Storage","Grower Group","Data as of Date","Organic Certificate","addresses","lon","lat"
"Pennsylvania Certified Organic","Burgess Poultry Farms","4291 Spring Hill Church Road",NA,"Lillington","North Carolina","27546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"4291 Spring Hill Church Road, Lillington, North Carolina, 27546",-78.9327288,35.3970876
"International Certification Services, Inc","Burgess, Andrew","4291 Spring Hill Church Road",NA,"Lillington","North Carolina","27546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"4291 Spring Hill Church Road, Lillington, North Carolina, 27546",-78.9327288,35.3970876
"Pennsylvania Certified Organic","Isabell Thomas","369 Brown Road",NA,"Lillington","North Carolina","27546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"369 Brown Road, Lillington, North Carolina, 27546",-78.7877509,35.4344099
"International Certification Services, Inc","Thomas, Isabell","369 Brown Road",NA,"Lillington","North Carolina","27546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"369 Brown Road, Lillington, North Carolina, 27546",-78.7877509,35.4344099
"International Certification Services, Inc","Wright, Laverne","2642 Holly Springs Church Rd",NA,"Broadway","North Carolina","27546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"2642 Holly Springs Church Rd, Broadway, North Carolina, 27546",-78.973235,35.441661
"International Certification Services, Inc","Bell, Nicholas","351 Swanson Road",NA,"Louisburg","North Carolina","27549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-15,NA,"351 Swanson Road, Louisburg, North Carolina, 27549",-78.18099,36.099406
"International Certification Services, Inc","May Farms","919-497-6795","1897 NC 39S","Louisburg","North Carolina","27549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-05,NA,"919-497-6795, Louisburg, North Carolina, 27549",NA,NA
"International Certification Services, Inc","Meadow Lane Beef LLC","571 Leonard Farm Rd",NA,"Louisburg","North Carolina","27549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-05,NA,"571 Leonard Farm Rd, Louisburg, North Carolina, 27549",-78.23948,36.069883
"International Certification Services, Inc","Bissette Farms, Inc","705 E Gannon Ave",NA,"Zebulon","North Carolina","27597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-05,NA,"705 E Gannon Ave, Zebulon, North Carolina, 27597",-78.299607,35.828732
"Quality Assurance International","Wellspring Bakehouse","409-C Airport Blvd. Ste. 100",NA,"Morrisville","North Carolina","27560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-12,NA,"409-C Airport Blvd. Ste. 100, Morrisville, North Carolina, 27560",-78.8291393,35.8426915
"International Certification Services, Inc","Dickerson, Rodney","5404 Hicksboro Rd",NA,"Oxford","North Carolina","27565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-06,NA,"5404 Hicksboro Rd, Oxford, North Carolina, 27565",-78.493863,36.4143735
"International Certification Services, Inc","Rankin, Keaton","209 W Industry Dr",NA,"Oxford","North Carolina","27565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-15,NA,"209 W Industry Dr, Oxford, North Carolina, 27565",-78.6044939,36.2945735
"International Certification Services, Inc","Watkins Farm LLC","4602 A Watkins Rd",NA,"Oxford","North Carolina","27565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-08,NA,"4602 A Watkins Rd, Oxford, North Carolina, 27565",-78.6457454,36.2548475
"International Certification Services, Inc","Watkins Logistics, LLC","4585 Watkins Road",NA,"Oxford","North Carolina","27565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-22,NA,"4585 Watkins Road, Oxford, North Carolina, 27565",-78.649567,36.251163
"International Certification Services, Inc","Mark & Erwin Massengil","8 Bizzell-Braswell Rd",NA,"Princeton","North Carolina","27569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-16,NA,"8 Bizzell-Braswell Rd, Princeton, North Carolina, 27569",-78.2082806,35.5109126
"International Certification Services, Inc","Pierce, Christopher","674 Lassiter Rd",NA,"Princeton","North Carolina","27569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-22,NA,"674 Lassiter Rd, Princeton, North Carolina, 27569",-78.141302,35.373366
"International Certification Services, Inc","Piedmont Burley LLC","505 Old Durham Rd",NA,"Roxboro","North Carolina","27573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-01,NA,"505 Old Durham Rd, Roxboro, North Carolina, 27573",-78.9784686,36.3727691
"International Certification Services, Inc","Carver Brothers Farms LLC","1941 McGhees Mice Rd.",NA,"Roxboro","North Carolina","27574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-10,NA,"1941 McGhees Mice Rd., Roxboro, North Carolina, 27574",-79.038528,36.4555455
"International Certification Services, Inc","Davis, Eddie","2877 Lonnie Gentry Road",NA,"Roxboro","North Carolina","27574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-27,NA,"2877 Lonnie Gentry Road, Roxboro, North Carolina, 27574",NA,NA
"Pennsylvania Certified Organic","J&B Herb And Plant Farms","620 Weldon Wrenn Rd",NA,"Roxboro","North Carolina","27574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"620 Weldon Wrenn Rd, Roxboro, North Carolina, 27574",-79.0685786,36.3453623
"International Certification Services, Inc","Rocky Acre Farms LLC","1220 Morton Pulliam Road",NA,"Roxboro","North Carolina","27574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-26,NA,"1220 Morton Pulliam Road, Roxboro, North Carolina, 27574",-79.0290799,36.4286099
"International Certification Services, Inc","Stone Family Farms Inc.","1038 Allensville Road",NA,"Roxboro","North Carolina","27574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-26,NA,"1038 Allensville Road, Roxboro, North Carolina, 27574",-78.9630496,36.3803197
"International Certification Services, Inc","Stone, William Kalab","1038 Allensville Rd",NA,"Roxboro","North Carolina","27574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-25,NA,"1038 Allensville Rd, Roxboro, North Carolina, 27574",-78.9630496,36.3803197
"International Certification Services, Inc","Whitfield, Richard III","2300 Lonnie Gentry Rd",NA,"Roxboro","North Carolina","27574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-06,NA,"2300 Lonnie Gentry Rd, Roxboro, North Carolina, 27574",NA,NA
"International Certification Services, Inc","Thomas Famiy Farms Inc.","789 Johnnie ones Road",NA,"Timberlake","North Carolina","27583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-03,NA,"789 Johnnie ones Road, Timberlake, North Carolina, 27583",-78.878879,36.325703
"Global Organic Alliance, Inc","J & W Farms LLC","4101 Lizard Lick Rd",NA,"Wendell","North Carolina","27591",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,2020-01-02,NA,"4101 Lizard Lick Rd, Wendell, North Carolina, 27591",-78.380086,35.878555
"International Certification Services, Inc","Bill Bolton","176 Ivey bolton Road",NA,"Warrenton","North Carolina","27589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-20,NA,"176 Ivey bolton Road, Warrenton, North Carolina, 27589",-78.1335447,36.4284828
"Baystate Organic Certifiers","Ryan Riggan","205 Frazier St",NA,"Warrenton","North Carolina","27589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30,NA,"205 Frazier St, Warrenton, North Carolina, 27589",-78.1081025,36.4311064
"CCOF Certification Services, LLC","SIGS, Inc.","4025 Atlantic Ave.",NA,"Raleigh","North Carolina","27604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"4025 Atlantic Ave., Raleigh, North Carolina, 27604",-78.6023388,35.8385735
"Quality Assurance International","Market Solutions Group, INC.","238 W Millbrook Rd",NA,"Raleigh","North Carolina","27609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-30,NA,"238 W Millbrook Rd, Raleigh, North Carolina, 27609",NA,NA
"CCOF Certification Services, LLC","Down 2 Earth Farms LLC Dba Down 2 Earth Farms","8115 New Sharon Church Road",NA,"Rougemont","North Carolina","27572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"8115 New Sharon Church Road, Rougemont, North Carolina, 27572",-78.9877656,36.2043789
"International Certification Services, Inc","Baker Family Vineyard At Moccasin Creek Farm, Inc","9409 Baker Rd",NA,"Zebulon","North Carolina","27597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-25,NA,"9409 Baker Rd, Zebulon, North Carolina, 27597",-78.3120436,35.8860088
"A Bee Organic","SETBAR LLC","1515 Gavin St.",NA,"Raleigh","North Carolina","27608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-19,NA,"1515 Gavin St., Raleigh, North Carolina, 27608",-78.634196,35.803816
"CCOF Certification Services, LLC","Mati, LLC","8150 US 70 Business W",NA,"Clayton","North Carolina","27520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"8150 US 70 Business W, Clayton, North Carolina, 27520",-78.4177246,35.6156556
"Baystate Organic Certifiers","Thomas A. Porter Farms, LLC","3930 Meadowbrook Rd.",NA,"Rocky Mount","North Carolina","27801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30,NA,"3930 Meadowbrook Rd., Rocky Mount, North Carolina, 27801",-77.727941,35.930585
"International Certification Services, Inc","Robbins Brothers Farms, Inc.","7071 Heffner Rd",NA,"Rocky Mount","North Carolina","27803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-05,NA,"7071 Heffner Rd, Rocky Mount, North Carolina, 27803",-77.8232596,35.8570304
"International Certification Services, Inc","B 3 Farms LLC","3772 W Hornes Ch Rd.",NA,"Bailey","North Carolina","27807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-30,NA,"3772 W Hornes Ch Rd., Bailey, North Carolina, 27807",-78.0589747,35.8172019
"International Certification Services, Inc","Bailey Bros Ag Partnership","3805 Bullhead Rd.",NA,"Bailey","North Carolina","27807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-03,NA,"3805 Bullhead Rd., Bailey, North Carolina, 27807",-78.073506,35.7942922
"International Certification Services, Inc","Jones Family Farms","7094 Honeysuckle Lane",NA,"Bailey","North Carolina","27807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-03,NA,"7094 Honeysuckle Lane, Bailey, North Carolina, 27807",-78.126125,35.823783
"Baystate Organic Certifiers","Rich Farms Inc.","7993 Lancaster Store Road",NA,"Castalia","North Carolina","27816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23,NA,"7993 Lancaster Store Road, Castalia, North Carolina, 27816",-78.0920443,36.0522302
"International Certification Services, Inc","Lakeside Organics, LLC","20945 US 264",NA,"Swan Quarter","North Carolina","27885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-05,NA,"20945 US 264, Swan Quarter, North Carolina, 27885",NA,NA
"Baystate Organic Certifiers","Natural Blend Vegetable Dehydration, LLC","9000 W. Marlboro Rd.",NA,"Farmville","North Carolina","27828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-13,NA,"9000 W. Marlboro Rd., Farmville, North Carolina, 27828",-77.6116015,35.5894695
"International Certification Services, Inc","Aycock Brothers, Inc.","243 Polly Watson Rd",NA,"Fremont","North Carolina","27830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-04-17,NA,"243 Polly Watson Rd, Fremont, North Carolina, 27830",-78.0246726,35.588931
"Baystate Organic Certifiers","Tim Phelps Farms LLC","127 Ruby Lane",NA,"Gaston","North Carolina","27832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-22,NA,"127 Ruby Lane, Gaston, North Carolina, 27832",-77.659822,36.49955
"International Certification Services, Inc","JP Davenport and Son Inc.","5961 Hwy 264E",NA,"Greenville","North Carolina","27834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-29,NA,"5961 Hwy 264E, Greenville, North Carolina, 27834",-77.225232,35.624913
"Baystate Organic Certifiers","Cameron Davis","1005 Devil's Racetrack Road",NA,"Seaboard","North Carolina","27876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-13,NA,"1005 Devil's Racetrack Road, Seaboard, North Carolina, 27876",-77.3840079,36.4834139
"International Certification Services, Inc","Skinner, John","140 Bill Skinner Rd.",NA,"Littleton","North Carolina","27850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-26,NA,"140 Bill Skinner Rd., Littleton, North Carolina, 27850",-77.9385565,36.426936
"Baystate Organic Certifiers","Scott Farms, Inc.","7965 A Simpson Rd.",NA,"Lucama","North Carolina","27851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-19,NA,"7965 A Simpson Rd., Lucama, North Carolina, 27851",-78.071611,35.626717
"International Certification Services, Inc","Simons, John David III","931 Benthall Bridge Road",NA,"Murfreesboro","North Carolina","27855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-25,NA,"931 Benthall Bridge Road, Murfreesboro, North Carolina, 27855",-77.0827304,36.3762506
"Global Organic Alliance, Inc","Braswell Milling","105 East Cross Street",NA,"Nashville","North Carolina","27856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-14,NA,"105 East Cross Street, Nashville, North Carolina, 27856",-77.9672585,35.9687229
"Global Organic Alliance, Inc","Bulluck Farm","5917 Battleboro-Leggett Rd",NA,"Battleboro","North Carolina","27809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-04,NA,"5917 Battleboro-Leggett Rd, Battleboro, North Carolina, 27809",-77.7103526,36.0108976
"Global Organic Alliance, Inc","Carolina Egg Companies","10927 Cooper Rd",NA,"Nashville","North Carolina","27856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-02,NA,"10927 Cooper Rd, Nashville, North Carolina, 27856",NA,NA
"Global Organic Alliance, Inc","Coleman Farms","1782 Ross Wood Rd",NA,"Trinity","North Carolina","27370",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,2020-01-02,NA,"1782 Ross Wood Rd, Trinity, North Carolina, 27370",-80.032875,35.726376
"International Certification Services, Inc","Collie, Sidney Al","5801 Taylors Store Rd",NA,"Nashville","North Carolina","27856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-16,NA,"5801 Taylors Store Rd, Nashville, North Carolina, 27856",-77.975242,36.05616
"Global Organic Alliance, Inc","Gary Thompson Farm","5785 Davistown-Mercer Rd",NA,"Pinetops","North Carolina","27865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-02,NA,"5785 Davistown-Mercer Rd, Pinetops, North Carolina, 27865",-77.6860463,35.8294462
"Global Organic Alliance, Inc","Hood Swamp Pullets","151 Smith Farm Rd",NA,"Goldsboro","North Carolina","27534",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,2020-01-02,NA,"151 Smith Farm Rd, Goldsboro, North Carolina, 27534",-77.8876166,35.4111479
"Baystate Organic Certifiers","Leggett Farming Partnership","3197 Sandy Cross Road",NA,"Nashville","North Carolina","27856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-06,NA,"3197 Sandy Cross Road, Nashville, North Carolina, 27856",-77.9619902,35.8923782
"Baystate Organic Certifiers","M&H Edwards Farm Inc.","1284 Cooke Road",NA,"Nashville","North Carolina","27856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-16,NA,"1284 Cooke Road, Nashville, North Carolina, 27856",-77.9853076,35.9636987
"International Certification Services, Inc","Melton Manning and Sons, LLC","2739 S Old Franklin Road",NA,"Nashville","North Carolina","27856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-01,NA,"2739 S Old Franklin Road, Nashville, North Carolina, 27856",-78.0392028,35.9327201
"International Certification Services, Inc","Shelton Manning and Sons LLC","1351 S Old Franklin Rd",NA,"Nashville","North Carolina","27856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-02,NA,"1351 S Old Franklin Rd, Nashville, North Carolina, 27856",-78.056144,35.945318
"Global Organic Alliance, Inc","Tate Inc","8623 Harmony Church Rd",NA,"Efland","North Carolina","27243",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,2020-01-02,NA,"8623 Harmony Church Rd, Efland, North Carolina, 27243",-79.248115,36.169835
"International Certification Services, Inc","The Bass Farm, Inc.","6256 US 64A",NA,"Nashville","North Carolina","27856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-30,NA,"6256 US 64A, Nashville, North Carolina, 27856",-78.0746393,35.9588355
"International Certification Services, Inc","Tyson Family Organic Farms, Inc.","1112 S. Halifax Rd",NA,"Rocky Mount","North Carolina","27803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-25,NA,"1112 S. Halifax Rd, Rocky Mount, North Carolina, 27803",-77.8717518,35.9429131
"Pennsylvania Certified Organic","ECOP, LLC","2015 NC Hwy 45 North",NA,"Pantego","North Carolina","27860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"2015 NC Hwy 45 North, Pantego, North Carolina, 27860",-76.588824,35.644881
"Baystate Organic Certifiers","Thomas Jernigan","372 Massey Road",NA,"Pleasant Hill","North Carolina","27866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-22,NA,"372 Massey Road, Pleasant Hill, North Carolina, 27866",-77.4954195,36.4971758
"International Certification Services, Inc","Stone House Farms LLC","4510 Red Oak Battleboro Rd",NA,"Battleboro","North Carolina","27809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-09,NA,"4510 Red Oak Battleboro Rd, Battleboro, North Carolina, 27809",-77.8789545,36.037347
"International Certification Services, Inc","Wollett Farms LLC","9304 Red Oak Rd.",NA,"Whitakers","North Carolina","27891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-09,NA,"9304 Red Oak Rd., Whitakers, North Carolina, 27891",-77.8658109,36.082486
"International Certification Services, Inc","Bennett Brothers LLC","745 Bentrall Cook Road",NA,"Rich Square","North Carolina","27869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-05,NA,"745 Bentrall Cook Road, Rich Square, North Carolina, 27869",-77.3210656,36.2574407
"International Certification Services, Inc","Hocutt Farms Inc","8507 Bailey Rd",NA,"Sims","North Carolina","27880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-30,NA,"8507 Bailey Rd, Sims, North Carolina, 27880",-78.140005,35.714385
"International Certification Services, Inc","Barnes Farming Corporation","7840 Old Bailey Highway",NA,"Spring Hope","North Carolina","27882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-05,NA,"7840 Old Bailey Highway, Spring Hope, North Carolina, 27882",-78.0062044,35.8707392
"International Certification Services, Inc","FarmPak Products LLC","7840 Old Bailey Highway",NA,"Spring Hope","North Carolina","27882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-15,NA,"7840 Old Bailey Highway, Spring Hope, North Carolina, 27882",-78.0062044,35.8707392
"International Certification Services, Inc","Mills Organic Farm LLC","11061 Edwards Rd",NA,"Spring Hope","North Carolina","27882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-06,NA,"11061 Edwards Rd, Spring Hope, North Carolina, 27882",-78.084158,36.0236156
"International Certification Services, Inc","Robert L Dawson Farms LLC","5902 Hwy 58N",NA,"Stantonsburg","North Carolina","27883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-03,NA,"5902 Hwy 58N, Stantonsburg, North Carolina, 27883",-77.8233139,35.6068258
"International Certification Services, Inc","Shelton, Tim","7045 Hwy 222",NA,"Stantonburg","North Carolina","27883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-06,NA,"7045 Hwy 222, Stantonburg, North Carolina, 27883",-77.7726095,35.659245
"International Certification Services, Inc","Anderson Farms Partnership","1119 Ebenezer Rd",NA,"Tarboro","North Carolina","27886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-16,NA,"1119 Ebenezer Rd, Tarboro, North Carolina, 27886",-77.6011281,36.0303616
"International Certification Services, Inc","Farfields, LLC","4432 Hwy 258 North",NA,"Tarboro","North Carolina","27886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-11,NA,"4432 Hwy 258 North, Tarboro, North Carolina, 27886",-77.5358049,35.8968236
"Baystate Organic Certifiers","Piney Grove Farms Inc.","750 Piney Grove Lane",NA,"Tarboro","North Carolina","27886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-07,NA,"750 Piney Grove Lane, Tarboro, North Carolina, 27886",-77.4564519,35.9079193
"Baystate Organic Certifiers","RCA Farms LLC","2599 Bethlehem Church Rd.",NA,"Tarboro","North Carolina","27886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-04,NA,"2599 Bethlehem Church Rd., Tarboro, North Carolina, 27886",-77.5547899,36.0367824
"Quality Assurance International","Sara Lee Frozen Bakery","110 Sara Lee Road",NA,"Tarboro","North Carolina","27886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-31,NA,"110 Sara Lee Road, Tarboro, North Carolina, 27886",-77.5593136,35.874555
"International Certification Services, Inc","Valentine Land, LLC","404 E. Park Ave",NA,"Tarboro","North Carolina","27886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-04,NA,"404 E. Park Ave, Tarboro, North Carolina, 27886",-77.5330781,35.9029958
"Transitioning to New Certifier","Leggett Farm","1520 Leggett Road",NA,"Washington","North Carolina","27889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-09-09,NA,"1520 Leggett Road, Washington, North Carolina, 27889",-77.1096683,35.5995489
"International Certification Services, Inc","Sapp Farms LLC","5828 Lonesome Pine Rd",NA,"Whitakers","North Carolina","27891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-09,NA,"5828 Lonesome Pine Rd, Whitakers, North Carolina, 27891",-77.8313007,36.1373611
"CCOF Certification Services, LLC","Protein For Pets Opco LLC Dba Sun River Service Company","2018 Beeler Rd.",NA,"Wilson","North Carolina","27893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"2018 Beeler Rd., Wilson, North Carolina, 27893",-77.9200933,35.6986012
